WorkerID,NameAndSurname,Gender,PESEL,JobTitle,RatingsOfWorkerCategory,isCurrent
476,Julian Weeks,Female,53582299987,Counselor,Fair,True
477,Lisa Ruiz,Female,53673418472,Dentist,Great,True
478,Pamela Holland,Male,53685023858,Aesthetician,Great,True
479,John Lowery,Male,53692177455,Personal Trainer,Good,True
480,Gina Reynolds,Male,53728868726,Beautician,Fair,True
481,Zachary Roberts,Male,53734087760,Therapist,Fair,True
482,Regina Clark,Female,53756522531,Tutor,Good,True
483,Julian Schultz,Male,53774901448,Personal Trainer,Fair,True
484,Ryan Jackson,Male,53856343010,Beautician,Fair,True
485,Julie Gutierrez,Female,53882426584,Counselor,Fair,True
486,Elaine Townsend,Female,53921573827,Personal Trainer,Great,True
487,Maria Simpson,Male,54231721489,Beautician,Fair,True
488,Wayne Bond,Male,54237967520,Therapist,Good,True
489,Robin Hall,Female,54259566255,Tutor,Great,True
490,Michael Morgan,Male,54446751721,Cleaner,Fair,True
491,Diane Mcdowell,Female,54616411420,Barber,Good,True
492,Amy Richards,Female,54744357325,Therapist,Fair,True
493,Jessica Collins,Male,54841688786,Cleaner,Fair,True
494,Thomas Foster,Male,55045620573,Tutor,Good,True
495,Calvin Deleon,Male,55283687141,Aesthetician,Fair,True
496,Manuel Hampton,Male,55538995784,Dentist,Good,True
497,Manuel Steele,Male,55811683065,Tutor,Good,True
498,Beverly Taylor,Female,55946688007,Counselor,Fair,True
499,Sara Oliver,Male,55950101827,Counselor,Great,True
500,Kathy Burton,Male,56085171515,Personal Trainer,Fair,True
501,John Green,Male,56194581314,Counselor,Poor,True
502,David Mathews,Male,56367046916,Photographer,Fair,True
503,Kathryn Taylor,Female,56440814811,Aesthetician,Good,True
504,Christopher Davis,Female,56444956795,Beautician,Great,True
505,Charles Proctor,Male,56587614838,Tutor,Fair,True
506,Derrick Carney,Female,56600744182,Barber,Good,True
507,Gordon Sullivan,Female,56608893013,Therapist,Good,True
508,Kimberly Schultz,Male,56624216759,Photographer,Good,True
509,Shawna Bullock,Male,56696855177,Tutor,Fair,True
510,Danny Anderson,Male,56703574179,Personal Trainer,Good,True
511,Jennifer Prince,Female,57182082831,Dentist,Awesome,True
512,Julia Sexton,Male,57379634326,Cleaner,Good,True
513,Melanie Rivera,Male,57394752990,Cleaner,Fair,True
514,Christopher Parker,Male,57460881507,Counselor,Good,True
515,Austin Delgado,Female,57499703164,Personal Trainer,Fair,True
516,Anthony Mason,Female,57597593826,Beautician,Fair,True
517,Rachel Wright,Male,57916057336,Aesthetician,Good,True
518,Amanda Peters,Male,58156560067,Barber,Fair,True
519,Christina White,Female,58166640757,Beautician,Fair,True
520,Courtney Brown,Female,58285412100,Aesthetician,Good,True
521,Kimberly Moore,Male,58469281662,Aesthetician,Fair,True
522,Brittany Martin,Male,58612061509,Barber,Good,True
523,Paul Washington,Female,58628495388,Aesthetician,Poor,True
524,Diane Bishop,Male,58697982108,Counselor,Poor,True
525,Steven Navarro,Female,58709427135,Tutor,Good,True
526,Jeremy Williams,Female,58716065866,Tutor,Good,True
527,Maria Mathis,Female,58834818890,Tutor,Good,True
528,Brittney Herrera,Female,58865479410,Personal Trainer,Poor,True
529,Adam Hall,Female,58953011235,Photographer,Good,True
530,Carla Mosley,Male,59023340104,Barber,Good,True
531,Tyler Roberts,Male,59240852027,Beautician,Poor,True
532,Jennifer Casey,Male,59249128619,Tutor,Fair,True
533,April Bauer,Female,59359919740,Personal Trainer,Good,True
534,Jacqueline Lee,Female,59417922927,Tutor,Fair,True
535,Richard Shaw,Female,59643380823,Tutor,Fair,True
536,Emily Cordova,Female,59666339629,Beautician,Fair,True
537,Kyle Smith,Female,59853715973,Personal Trainer,Fair,True
538,Christian Dean,Male,60063197920,Counselor,Good,True
539,Brittany Young,Male,60142642245,Barber,Fair,True
540,Gabriella Barker,Male,60713360559,Barber,Good,True
541,Pamela Harris,Female,60813923608,Barber,Great,True
542,Karen Miller,Male,60935789996,Aesthetician,Great,True
543,Jamie Martin,Female,61138381400,Tutor,Great,True
544,Trevor Gonzalez,Male,61155359617,Therapist,Fair,True
545,Anna Farmer,Female,61227745834,Counselor,Good,True
546,James Caldwell,Female,61239031770,Dentist,Good,True
547,Adam Baker,Female,61333336680,Aesthetician,Good,True
548,Debbie Ward,Male,61352319227,Barber,Good,True
549,Emily Page,Male,61369865431,Photographer,Fair,True
550,Shawn Hill,Male,61389097194,Photographer,Great,True
551,Nicole Cunningham,Male,61510417477,Personal Trainer,Fair,True
552,Rodney Meyer,Female,61553556680,Beautician,Fair,True
553,Maria Zavala,Female,61611931462,Beautician,Good,True
554,Nicole Bond,Female,61783289295,Aesthetician,Great,True
555,Mason Butler,Male,61975283304,Therapist,Fair,True
556,Justin Davis,Male,61982217511,Dentist,Good,True
557,Joel Quinn,Male,62068853213,Counselor,Great,True
558,Jamie White,Male,62122772226,Cleaner,Good,True
559,Joseph Lopez,Male,62282511703,Counselor,Fair,True
560,Jeremy Dougherty,Female,62424816612,Dentist,Poor,True
561,Timothy Steele,Female,62464512802,Tutor,Awesome,True
562,Ashley Gordon,Male,62514122797,Therapist,Great,True
563,Joel Pena,Male,62533956502,Aesthetician,Good,True
564,Maria Peters,Female,62545100290,Counselor,Fair,True
565,Jeffery Gray,Female,62643988346,Photographer,Fair,True
566,David Gamble,Female,62726832966,Cleaner,Fair,True
567,Sarah Bruce,Male,62775852008,Personal Trainer,Good,True
568,Brian Foley,Male,63280297480,Counselor,Fair,True
569,Sabrina Alvarado,Female,63448901266,Cleaner,Great,True
570,Carlos Smith,Male,63544695722,Therapist,Great,True
571,Tyler Snyder,Female,63607984977,Barber,Good,True
572,Michael Hill,Male,63709520354,Beautician,Good,True
573,Jason Graves,Female,63776712665,Dentist,Good,True
574,Stacy Doyle,Male,63820451249,Aesthetician,Good,True
575,Dawn Bolton,Male,63877259173,Aesthetician,Good,True
576,Donald Patterson,Female,63943871386,Beautician,Good,True
577,Lori Lopez,Female,64401253939,Beautician,Fair,True
578,Thomas Robertson,Female,64449730296,Therapist,Great,True
579,Timothy Gaines,Male,64481186608,Dentist,Great,True
580,Christina Frank,Male,64672483176,Barber,Good,True
581,Kathy Price,Female,64762318712,Photographer,Fair,True
582,Timothy West,Male,64809016186,Personal Trainer,Good,True
583,Dalton Smith,Female,64810825895,Aesthetician,Fair,True
584,Erik Montgomery,Female,65082795245,Aesthetician,Great,True
585,Dawn Miller,Male,65234422272,Barber,Great,True
586,Joseph Morris,Male,65245426672,Cleaner,Fair,True
587,Steven English,Female,65482519869,Counselor,Great,True
588,Michael Wilson,Male,65542602385,Tutor,Fair,True
589,Pamela Lindsey,Female,65600266018,Tutor,Poor,True
590,Sarah Wade,Female,65664522701,Aesthetician,Good,True
591,Amy Pierce,Female,65752104593,Beautician,Good,True
592,Joshua Harrington,Female,65788916355,Aesthetician,Fair,True
593,Danielle Shelton,Male,65838165052,Dentist,Fair,True
594,Emma Meyer,Female,66011714478,Aesthetician,Fair,True
595,Dawn Hunt,Female,66037381114,Cleaner,Fair,True
596,Destiny Watkins,Female,66068372157,Counselor,Fair,True
597,Brenda Smith,Female,66094551406,Therapist,Fair,True
598,Michael Clark,Female,66124468565,Beautician,Poor,True
599,Jennifer Wright,Male,66164937252,Photographer,Fair,True
600,Christopher Roberts,Male,66221951341,Photographer,Fair,True
601,Michele Lewis,Female,66365730622,Aesthetician,Great,True
602,Donna Lester,Female,66622489337,Barber,Good,True
603,Lindsay Adams,Male,66654041001,Personal Trainer,Good,True
604,Thomas Carter,Male,66661784170,Aesthetician,Great,True
605,Jessica Mccullough,Female,66911488750,Beautician,Fair,True
606,Julie Frazier,Female,66930475241,Photographer,Great,True
607,Joshua Patterson,Female,67050349516,Cleaner,Good,True
608,Megan Hebert,Male,67166259487,Dentist,Fair,True
609,Danielle Miller,Female,67195099009,Tutor,Good,True
610,Emily Cunningham,Male,67390029143,Dentist,Great,True
611,Paula Good,Male,67424384526,Tutor,Fair,True
612,Jennifer Mathis,Male,67452445366,Beautician,Good,True
613,Sean Norman,Female,67787153097,Tutor,Good,True
614,Ashley Hodges,Male,67856578594,Therapist,Great,True
615,Yvonne Sparks,Female,67875149088,Barber,Good,True
616,Katelyn Rios,Female,68025923373,Cleaner,Poor,True
617,Jennifer Parker,Male,68174653157,Personal Trainer,Good,True
618,Katie Price,Male,68357016790,Dentist,Good,True
619,Garrett Stewart,Female,68498458061,Tutor,Fair,True
620,Jonathan Jenkins,Male,68613748474,Counselor,Great,True
621,James Rodriguez,Female,68716210915,Counselor,Poor,True
622,Nicole Blankenship,Male,68771290474,Dentist,Great,True
623,Becky Burke,Male,68949524766,Therapist,Good,True
624,Tyler Harper,Female,69147708968,Personal Trainer,Great,True
625,Katelyn Taylor,Female,69245605994,Therapist,Fair,True
626,Vickie Cain,Male,69246109608,Photographer,Great,True
627,Jennifer Ramos,Female,69435026045,Cleaner,Fair,True
628,Barbara Lynch,Female,69664335828,Tutor,Fair,True
629,Joseph Bradley,Female,69684288012,Photographer,Good,True
630,Johnny Beck,Female,69693630404,Therapist,Great,True
631,Kim Gross,Male,70075643165,Beautician,Good,True
632,Brent Williams,Male,70094369039,Dentist,Fair,True
633,Katherine Brown,Female,70123385305,Counselor,Great,True
634,Angela Williams,Male,70394013829,Beautician,Great,True
635,Jessica Reed,Female,70571978424,Counselor,Good,True
636,Tina Wagner,Male,70680425171,Barber,Great,True
637,Walter Woods,Female,70706597945,Beautician,Fair,True
638,Robert Pierce,Male,70915280331,Barber,Fair,True
639,Michael Shelton,Female,71107987904,Therapist,Good,True
640,Mark Roberts,Female,71244724949,Photographer,Good,True
641,Bob Benton,Male,71267427644,Photographer,Good,True
642,Karen Turner,Male,71326384763,Dentist,Good,True
643,Carrie Kirk,Female,71420141830,Personal Trainer,Good,True
644,Philip Rodgers,Male,71592061082,Photographer,Good,True
645,Charles Olsen,Male,71652470412,Dentist,Great,True
646,Jackie Knight,Male,71661771499,Therapist,Fair,True
647,Lisa Myers,Female,71948595947,Therapist,Good,True
648,Matthew Ross,Female,72288577650,Aesthetician,Good,True
649,Zachary Davis,Female,72319343418,Barber,Fair,True
650,Robert Fleming,Female,72329460918,Barber,Great,True
651,Victoria Cochran,Male,72335405224,Cleaner,Poor,True
652,Alexandra White,Female,72503094291,Photographer,Fair,True
653,Maureen Meyer,Female,72623534793,Dentist,Great,True
654,Morgan Taylor,Male,72648890757,Dentist,Great,True
655,Brenda James,Female,72685701662,Beautician,Good,True
656,Cynthia Christensen,Female,72890469552,Aesthetician,Fair,True
657,Jeffrey Collier,Male,72907296602,Tutor,Great,True
658,Erin Martinez,Female,73040791946,Barber,Good,True
659,Carrie Webster,Female,73160534495,Counselor,Poor,True
660,Ashley Arnold,Female,73171867538,Cleaner,Good,True
661,Kelly Jimenez,Female,73277992697,Dentist,Great,True
662,Lori Burgess,Female,73309614864,Dentist,Poor,True
663,Heather Fields,Male,73583479637,Personal Trainer,Good,True
664,Kayla Booth,Male,73635491354,Dentist,Good,True
665,Paul Wilson,Female,73740767596,Cleaner,Good,True
666,Kelly Smith,Female,73792973908,Beautician,Fair,True
667,Jeffrey Johnson,Female,73841755782,Cleaner,Great,True
668,Amy Miller,Male,73859367645,Dentist,Good,True
669,Anna Patel,Male,74446814214,Personal Trainer,Good,True
670,Paul Burns,Female,74463811638,Photographer,Fair,True
671,Brett Cline,Female,74520309043,Barber,Great,True
672,Hannah Wall,Male,74641898364,Cleaner,Good,True
673,Veronica Coleman,Female,74664513909,Barber,Good,True
674,David Matthews,Male,74743063723,Dentist,Fair,True
675,Kelly Adams,Male,74970223450,Counselor,Good,True
676,Christina Arnold,Female,75045565886,Cleaner,Poor,True
677,Phillip Rodriguez,Female,75064170564,Therapist,Fair,True
678,Brandon Montgomery,Male,75218365248,Photographer,Great,True
679,Wanda Henry,Female,75399838020,Dentist,Good,True
680,Emma Dominguez,Male,75501842458,Tutor,Good,True
681,Alexander Leon,Female,75584693657,Therapist,Good,True
682,Andrew Myers,Male,75897120757,Cleaner,Great,True
683,Rebecca Carlson,Male,75979764646,Barber,Great,True
684,Henry Baker,Male,76007920837,Beautician,Great,True
685,Heather Rivas,Female,76151225351,Counselor,Great,True
686,Christopher Moore,Male,76370331951,Photographer,Fair,True
687,George Ochoa,Male,76424306140,Barber,Fair,True
688,James Trujillo,Female,76625381264,Therapist,Great,True
689,Austin Vargas,Female,76681575890,Personal Trainer,Great,True
690,Nathaniel Davenport,Female,76759691040,Personal Trainer,Fair,True
691,Christian Hernandez,Female,76905411542,Photographer,Poor,True
692,Nicholas Gonzalez,Female,76934493655,Cleaner,Fair,True
693,James Brown,Male,77055649733,Dentist,Fair,True
694,Margaret Dawson,Female,77074061733,Personal Trainer,Good,True
695,Robert Lewis,Male,77255977816,Cleaner,Poor,True
696,Anita Horton,Male,77272137604,Dentist,Awesome,True
697,Sarah Long,Male,77335168125,Tutor,Good,True
698,Jacob Alexander,Female,77441633719,Beautician,Awesome,True
699,Tyler Perez,Female,77497836800,Cleaner,Good,True
700,Wendy Sanchez,Male,77601742485,Beautician,Good,True
701,Joseph Stevens,Female,77658248128,Photographer,Good,True
702,Amanda Beasley,Female,77695561102,Aesthetician,Great,True
703,Daniel Brown,Female,77727200517,Therapist,Great,True
704,Michelle Davis,Female,77728019482,Aesthetician,Fair,True
705,Stephen Washington,Female,77914725461,Dentist,Fair,True
706,Linda Robinson,Male,77996060521,Tutor,Great,True
707,Alexander Gonzales,Male,78100894970,Dentist,Great,True
708,Charles Morris,Female,78994036121,Counselor,Great,True
709,Jacob Lee,Male,79020325374,Aesthetician,Fair,True
710,Diana Bean,Male,79083763669,Therapist,Fair,True
711,Nathaniel Kim,Female,79107082224,Aesthetician,Good,True
712,Hannah Perry,Female,79312583233,Cleaner,Good,True
713,Alexander Estrada,Male,79399577414,Photographer,Fair,True
714,David Andersen,Female,79454025651,Cleaner,Fair,True
715,Donald Miller,Male,79583887321,Personal Trainer,Good,True
716,Renee Grant,Male,79673101509,Cleaner,Great,True
717,David Molina,Female,79803250578,Tutor,Fair,True
718,Thomas Reed,Male,79929490262,Therapist,Great,True
719,Colleen Banks,Male,80073372055,Personal Trainer,Fair,True
720,Dave Brown,Female,80160897223,Barber,Good,True
721,Melanie Ferguson,Female,80233087639,Tutor,Good,True
722,Jeremy Moore,Female,80243439241,Beautician,Fair,True
723,Emily Miller,Male,80644176449,Photographer,Good,True
724,Kara Velez,Female,80705464319,Barber,Poor,True
725,Sandra Anderson,Female,80790570692,Photographer,Fair,True
726,Joshua Davis,Male,80809466385,Dentist,Fair,True
727,Tony Sherman,Female,80920748066,Counselor,Great,True
728,Nicole Hernandez,Male,80935169143,Beautician,Good,True
729,Tina Diaz,Male,81104645862,Dentist,Poor,True
730,Bradley Camacho,Female,81371967133,Barber,Good,True
731,Edward Taylor,Female,81676093013,Personal Trainer,Fair,True
732,Brett Montes,Female,81682561359,Tutor,Good,True
733,Holly Monroe,Female,81898465157,Personal Trainer,Fair,True
734,David Hogan,Male,82006645907,Counselor,Fair,True
735,Hector Abbott,Female,82054095212,Tutor,Fair,True
736,Richard Sims,Female,82249800790,Therapist,Great,True
737,Mark James,Male,82740358216,Beautician,Good,True
738,Lisa Escobar,Female,82743368552,Dentist,Great,True
739,Glenda Ruiz,Female,82821093767,Counselor,Fair,True
740,George Williams,Female,82846347021,Personal Trainer,Poor,True
741,Jennifer Hensley,Female,82864631278,Dentist,Good,True
742,Heather Cooper,Female,82986216981,Photographer,Good,True
743,Linda Reed,Male,83090912863,Tutor,Fair,True
744,Julia Ewing,Male,83095457405,Cleaner,Good,True
745,Brian Butler,Male,83467014008,Aesthetician,Poor,True
746,Philip Mills,Female,83521258662,Tutor,Good,True
747,Brittney Lopez,Male,83614593609,Counselor,Great,True
748,Renee Rodgers,Male,83760278896,Photographer,Good,True
749,Gabrielle Payne,Male,84003582245,Counselor,Good,True
750,Lindsay Phillips,Male,84037498957,Dentist,Fair,True
751,John Reeves,Male,84092640924,Barber,Good,True
752,Kathleen Martinez,Male,84173599052,Personal Trainer,Fair,True
753,Brooke Rivera,Female,84231234187,Personal Trainer,Good,True
754,Dillon Duran,Female,84242243853,Tutor,Good,True
755,Christopher Diaz,Male,84262229348,Cleaner,Great,True
756,Sierra Martinez,Female,84383179314,Cleaner,Fair,True
757,Steven Sanchez,Male,84583501001,Photographer,Good,True
758,Micheal Stephens,Male,84594933811,Counselor,Good,True
759,Claudia Arnold,Male,84679757074,Beautician,Great,True
760,John Lewis,Female,85323830318,Tutor,Good,True
761,Brandon Ramirez,Male,85349112857,Counselor,Good,True
762,Alicia Smith,Male,85378820856,Barber,Good,True
763,Emily Andrews,Male,85464543899,Dentist,Good,True
764,Jeremy Barry,Female,85549307013,Therapist,Good,True
765,Heather Briggs,Male,85555639859,Aesthetician,Fair,True
766,Thomas Campbell,Female,85737619435,Personal Trainer,Great,True
767,Sarah Moore,Male,85868072845,Photographer,Fair,True
768,Tyler Leon,Male,85952137639,Tutor,Good,True
769,Mark Rowland,Male,86065341931,Therapist,Fair,True
770,Larry Ramirez,Female,86086818981,Personal Trainer,Good,True
771,Victor Soto,Female,86160013064,Therapist,Good,True
772,William Fleming,Female,86357639311,Tutor,Great,True
773,Kelsey Howard,Male,86361860019,Counselor,Good,True
774,David Bailey,Female,86461520641,Personal Trainer,Good,True
775,Debra Johnson,Female,86499416317,Counselor,Great,True
776,Amy Smith,Female,86526879075,Counselor,Good,True
777,Frank Henderson,Female,86545776145,Aesthetician,Great,True
778,Alice Herrera,Female,86575733806,Barber,HELL,False
779,Anthony Cochran,Female,86925975275,Tutor,Good,True
780,Sabrina Guerrero,Male,87023660172,Photographer,Fair,True
781,Anthony Lewis,Male,87098376449,Personal Trainer,Poor,True
782,Jonathan Price,Female,87114386194,Beautician,Great,True
783,Donald Blake,Female,87130820247,Cleaner,Good,True
784,John Estrada,Male,87357454717,Beautician,Good,True
785,Nathaniel Conley,Male,87425230388,Cleaner,Good,True
786,Patricia Grant,Male,87476517881,Cleaner,Great,True
787,James Stevenson,Female,87566904328,Cleaner,Poor,True
788,Pamela Gray,Female,87687066358,Photographer,Good,True
789,Katie Hunt,Female,87711934572,Cleaner,Great,True
790,Allen Robles,Female,87840367225,Beautician,Good,True
791,Chris Mclean,Male,87871010529,Therapist,Great,True
792,Michael Bates,Male,87925339399,Counselor,Great,True
793,Kristin Crawford,Male,87930547364,Barber,Fair,True
794,James Harrison,Female,88112219803,Beautician,Great,True
795,Jonathan Murray,Male,88190009757,Therapist,Great,True
796,Luis Garrett,Male,88555760317,Counselor,Great,True
797,Carolyn Walton,Female,88725043449,Beautician,Good,True
798,Jamie Jones,Male,88902429202,Cleaner,Good,True
799,Michael Bowers,Female,88924473961,Photographer,Fair,True
800,Ashley Reid,Female,88937844003,Cleaner,Great,True
801,Gary Ingram,Male,89120691701,Photographer,Fair,True
802,Jennifer Hudson,Female,89144882687,Tutor,Fair,True
803,Hailey Garcia,Female,89333789840,Dentist,Great,True
804,Stephen Schmidt,Male,89435682541,Counselor,Fair,True
805,Stephanie Hensley,Male,89583754449,Cleaner,Fair,True
806,George Shields,Male,89608851519,Tutor,Good,True
807,Cheryl Le,Male,89671960711,Beautician,Good,True
808,Raymond Hester,Female,89726071215,Aesthetician,Good,True
809,Jennifer Kennedy,Male,89764643747,Aesthetician,Fair,True
810,David Smith,Female,89799262338,Barber,Good,True
811,Erin Ward,Female,89831578571,Cleaner,Great,True
812,Amy Evans,Male,89844072672,Cleaner,Good,True
813,Rebecca Yang,Male,90224049769,Therapist,Fair,True
814,Daniel Cooper,Female,90299944854,Tutor,Fair,True
815,Stephanie Adams,Female,90316565756,Photographer,Great,True
816,Mathew Moreno,Male,90454420762,Barber,Good,True
817,John Brown,Male,90629429455,Therapist,Fair,True
818,Michael Avery,Female,90818392699,Counselor,Fair,True
819,Elizabeth Newman,Female,91123093601,Therapist,Good,True
820,James Hall,Male,91159499037,Dentist,Great,True
821,James Larson,Male,91348782315,Photographer,Good,True
822,Teresa White,Female,91467499776,Photographer,Poor,True
823,Katherine Hess,Female,91571305791,Counselor,Fair,True
824,Jill Hudson,Female,91754935603,Barber,Good,True
825,Anthony Meza,Male,91985517881,Aesthetician,Good,True
826,Patricia Walter,Male,91991546118,Counselor,Great,True
827,Mary Estrada,Male,92015885777,Photographer,Great,True
828,Keith Wilson,Female,92143107072,Beautician,Fair,True
829,Charles Cook,Male,92279651770,Dentist,Fair,True
830,Jane Sharp,Male,92416328881,Beautician,Good,True
831,Kristy Smith,Female,92600251442,Aesthetician,Good,True
832,Brandon Davis,Female,92614530162,Photographer,Great,True
833,Paula Campbell,Male,92666381844,Therapist,Fair,True
834,Breanna Kennedy,Female,92708552893,Aesthetician,Good,True
835,Andrew Lopez,Male,92753907022,Personal Trainer,Good,True
836,Courtney Brown,Female,93071392228,Personal Trainer,Great,True
837,Craig Dyer,Female,93084267510,Photographer,Fair,True
838,Ashley Williams,Female,93223886052,Photographer,Good,True
839,Mark Young,Female,93363886323,Dentist,Great,True
840,David Thomas,Male,93380296485,Beautician,Good,True
841,Emma Miller,Female,93900168913,Personal Trainer,Great,True
842,Christina Willis,Male,93960985603,Cleaner,Good,True
843,Michael Lozano,Female,93995272786,Dentist,Great,True
844,Taylor Johnson,Male,94013123276,Beautician,Good,True
845,Gerald Bean,Male,94029876765,Therapist,Good,True
846,Julie Osborne,Female,94111316013,Therapist,Good,True
847,Ryan Elliott,Male,94272242957,Personal Trainer,Fair,True
848,Barbara Mitchell,Female,94286632572,Therapist,Good,True
849,Kevin Schmidt,Female,94412647001,Dentist,Good,True
850,Joseph Clark,Male,94547597132,Barber,Good,True
851,Christina Hicks,Male,94567134863,Beautician,Good,True
852,Lisa Johnson,Female,94717281008,Counselor,Good,True
853,Daniel Williams,Male,94959314456,Barber,Fair,True
854,Matthew Bartlett,Female,94968120254,Counselor,Poor,True
855,Wesley Collins,Male,95096499262,Personal Trainer,Great,True
856,Sandra Thompson,Male,95205195854,Cleaner,Good,True
857,Brandi Murphy,Male,95289919184,Tutor,Fair,True
858,Douglas Baker,Male,95471316073,Therapist,Great,True
859,Sonya Rowland,Male,95506478707,Dentist,Good,True
860,Kathryn Smith,Male,95517753579,Personal Trainer,Great,True
861,Anthony Burns,Female,95573315648,Aesthetician,Great,True
862,Michael Mitchell,Male,95615101419,Therapist,Great,True
863,Maria Perry,Male,95627353677,Cleaner,Good,True
864,Patty Marshall,Male,95708773442,Aesthetician,Great,True
865,Patrick Price,Male,95751343209,Personal Trainer,Great,True
866,Samantha Black,Male,95769355012,Photographer,Poor,True
867,Charles Jenkins,Female,95872528242,Cleaner,Good,True
868,Kyle Salas,Female,95919935128,Tutor,Great,True
869,Christie Munoz,Male,95946910773,Cleaner,Fair,True
870,Aaron Hill,Female,96096610668,Photographer,Good,True
871,Sophia Rowland,Female,96182411096,Dentist,Good,True
872,Regina Robinson,Male,96218859391,Tutor,Good,True
873,Catherine Brown,Male,96419199780,Cleaner,Great,True
874,James Navarro,Female,96428193153,Barber,Fair,True
875,Robin Vaughan,Male,96543929836,Aesthetician,Great,True
876,Gilbert Johnson,Male,96634754534,Photographer,Fair,True
877,Wayne Baker,Female,96743753769,Beautician,Fair,True
878,Alexander Madden,Female,96907785873,Cleaner,Good,True
879,Ashley Tucker,Male,96997085112,Counselor,Poor,True
880,Dylan Ray,Female,97015229510,Aesthetician,Great,True
881,Juan Benjamin,Male,97023755360,Therapist,Great,True
882,David Molina,Female,97082974400,Counselor,Great,True
883,Lori Richardson,Female,97441819093,Therapist,Fair,True
884,Alexander Sparks,Female,97451922413,Beautician,Fair,True
885,Robert Anderson,Male,97578740305,Personal Trainer,Fair,True
886,Amber Burke,Male,97668617662,Tutor,Good,True
887,Jacob Hernandez,Male,97746560376,Photographer,Good,True
888,Patricia Le,Male,97955686417,Photographer,Good,True
889,Michael King,Female,98025970519,Counselor,Fair,True
890,Kayla Brown,Female,98155258618,Counselor,Good,True
891,Thomas Cook,Male,98177506113,Aesthetician,Good,True
892,Catherine Taylor,Female,98723231020,Counselor,Good,True
893,Dennis Pierce,Male,98737693514,Personal Trainer,Fair,True
894,Michelle Bowers,Male,98876539342,Counselor,Fair,True
895,Monique Koch,Male,99040402626,Therapist,Great,True
896,Isaac Anderson,Male,99257474983,Photographer,Fair,True
897,Jasmine Bell,Male,99335885363,Cleaner,Good,True
898,Mark Butler,Male,99476523737,Photographer,Good,True
899,Donna Sanchez,Male,99722181497,Barber,Fair,True
900,John Perez,Male,99782881372,Beautician,Great,True
901,Kenneth Woods,Male,77172032458,Barber,Fair,True
902,Laurie Crawford,Female,96797650868,Barber,Good,True
903,David Williams,Female,57134846356,Therapist,Fair,True
904,Janice Bean,Male,37891074033,Therapist,Good,True
905,Stephen Burgess,Male,94902694930,Beautician,Good,True
906,Jo Campbell,Male,10591060025,Beautician,Good,True
907,Jacqueline Cortez,Female,35517955465,Aesthetician,Good,True
908,Ralph Knapp,Female,38625954116,Aesthetician,Good,True
909,Brian Bryan,Male,58673544685,Aesthetician,Good,True
910,Jenny Strickland,Female,16351338729,Personal Trainer,Good,True
911,John Barrett,Female,03220218387,Dentist,Good,True
912,Michelle Nguyen,Female,42695902833,Dentist,Fair,True
913,Derek Berger,Male,15514555166,Counselor,Fair,True
914,Christopher Watson,Male,24396751476,Counselor,Good,True
915,Michael Norris,Male,25345192090,Tutor,Good,True
916,Andrew Sawyer,Female,24674891448,Tutor,Good,True
917,Sara Thompson,Female,81846008246,Photographer,Good,True
918,Jack Fisher,Male,77022249419,Photographer,Great,True
919,Anita Henry,Male,38513694431,Cleaner,Fair,True
920,Craig Blevins,Female,79787487767,Cleaner,Good,True
